Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
emerald-cut-diamond-engagement-ring-solitaire-style-in-14k-gold,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,999.00,1999.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_1_4a966bb7-68c3-4425-98de-58e961e19878.jpg?v=1751819725,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_9_cb40c1ad-f9ec-4172-9579-a1f9eb3cb5dc.jpg?v=1751819725,g,,,
emerald-cut-diamond-engagement-ring-solitaire-style-in-14k-gold,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,1199.00,1999.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_9_cb40c1ad-f9ec-4172-9579-a1f9eb3cb5dc.jpg?v=1751819725,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_9_cb40c1ad-f9ec-4172-9579-a1f9eb3cb5dc.jpg?v=1751819725,g,,,
emerald-cut-diamond-engagement-ring-solitaire-style-in-14k-gold,,,,,,,,,yellow-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1299.00,1999.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_9_cb40c1ad-f9ec-4172-9579-a1f9eb3cb5dc.jpg?v=1751819725,g,,,
emerald-cut-diamond-engagement-ring-solitaire-style-in-14k-gold,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,999.00,1999.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_8_0939dced-b787-41ab-8a6c-9d469702be23.jpg?v=1751819725,g,,,
emerald-cut-diamond-engagement-ring-solitaire-style-in-14k-gold,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,1199.00,1999.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_8_0939dced-b787-41ab-8a6c-9d469702be23.jpg?v=1751819725,g,,,
emerald-cut-diamond-engagement-ring-solitaire-style-in-14k-gold,,,,,,,,,silver,,,3,,,,,,0.0,shopify,10,deny,manual,1299.00,1999.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_8_0939dced-b787-41ab-8a6c-9d469702be23.jpg?v=1751819725,g,,,
pear-cut-diamond-engagement-ring-14k-gold,Pear Cut Diamond Engagement Ring – 14K Gold,"<p data-start=""263"" data-end=""352"">✨ <strong data-start=""265"" data-end=""289"">Say “Yes” to Forever</strong> with a ring that radiates elegance, love, and pure brilliance.</p>
<p data-start=""354"" data-end=""541"">Crafted in <strong data-start=""365"" data-end=""383"">solid 14K gold</strong> (total weight: <strong data-start=""399"" data-end=""405"">3g</strong>), this stunning <strong data-start=""422"" data-end=""447"">pear-cut diamond ring</strong> features a sleek, romantic teardrop shape 💧—symbolizing the beauty of your journey together.</p>
<p data-start=""543"" data-end=""739"">🌱 <strong data-start=""546"" data-end=""567"">Lab-Grown Diamond</strong><br data-start=""567"" data-end=""570"">Shine with confidence and conscience. Our diamonds are <strong data-start=""625"" data-end=""648"">ethically lab-grown</strong>, offering the same dazzling brilliance as natural stones—without the environmental impact.</p>
<p data-start=""741"" data-end=""933"">💎 <strong data-start=""744"" data-end=""770"">Customize Your Sparkle</strong><br data-start=""770"" data-end=""773"">Select your <strong data-start=""785"" data-end=""809"">perfect diamond size</strong> from our variation options to create a ring that’s uniquely yours. Whether you prefer dainty or bold, the choice is yours ✨</p>
<p data-start=""935"" data-end=""1070"">Perfect for popping the question, marking a milestone, or simply saying <em data-start=""1007"" data-end=""1019"">I love you</em>—this ring is more than jewelry. It’s a promise. 💫</p>",Surat Diamond,Apparel & Accessories > Jewelry > Rings,"","",true,Metal,rose-gold,product.metafields.shopify.color-pattern,Carat,1,,,,,,0.0,shopify,10,deny,manual,999.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_3.jpg?v=1751819743,1,"",false,,,,,adult,,,,,,,,,,'9,adults,,rose-gold; yellow-gold; silver,,gold; diamond,fine-jewelry,solitaire,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_2.jpg?v=1751819743,g,,,active
pear-cut-diamond-engagement-ring-14k-gold,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,1299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_7.jpg?v=1751819743,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_2.jpg?v=1751819743,g,,,
pear-cut-diamond-engagement-ring-14k-gold,,,,,,,,,rose-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1399.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_4.jpg?v=1751819743,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_2.jpg?v=1751819743,g,,,
pear-cut-diamond-engagement-ring-14k-gold,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,999.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_2.jpg?v=1751819743,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_1.jpg?v=1751819743,g,,,
pear-cut-diamond-engagement-ring-14k-gold,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,1299.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_1.jpg?v=1751819743,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_1.jpg?v=1751819743,g,,,
pear-cut-diamond-engagement-ring-14k-gold,,,,,,,,,yellow-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_1.jpg?v=1751819743,g,,,
pear-cut-diamond-engagement-ring-14k-gold,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,999.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_3.jpg?v=1751819743,g,,,
pear-cut-diamond-engagement-ring-14k-gold,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,1299.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_3.jpg?v=1751819743,g,,,
pear-cut-diamond-engagement-ring-14k-gold,,,,,,,,,silver,,,3,,,,,,0.0,shopify,10,deny,manual,1399.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_3.jpg?v=1751819743,g,,,
classic-round-solitaire-pave-ring-in-gold,Classic Round Solitaire Pavé Ring in Gold,"<p data-start=""174"" data-end=""315"">A timeless classic with a modern twist — our <strong data-start=""219"" data-end=""264"">Classic Round Solitaire Pavé Ring in Gold</strong> is designed to capture hearts and last a lifetime.</p>
<p data-start=""317"" data-end=""571"">This elegant piece features a brilliant <strong data-start=""357"" data-end=""384"">lab-grown round diamond</strong> set in a sleek pavé band, handcrafted with approximately <strong data-start=""442"" data-end=""469"">2.5 grams of solid gold</strong>. The sparkling side stones add a touch of luxury while keeping the focus on the radiant center stone.</p>
<p data-start=""573"" data-end=""971"">✨ <strong data-start=""575"" data-end=""601"">Customize Your Sparkle</strong> – Choose the <strong data-start=""615"" data-end=""631"">diamond size</strong> that suits your style and love story.<br data-start=""669"" data-end=""672"">💎 <strong data-start=""675"" data-end=""696"">Certified Quality</strong> – Each ring includes a <strong data-start=""720"" data-end=""754"">Latvijas Prove Birojs hallmark</strong> and an <strong data-start=""762"" data-end=""781"">IGI certificate</strong>, ensuring authenticity and craftsmanship.<br data-start=""823"" data-end=""826"">💍 <strong data-start=""829"" data-end=""848"">Made to Fit You</strong> – Simply <strong data-start=""858"" data-end=""905"">write your ring size in the comment section</strong> at the final stage of checkout, and we’ll tailor it just for you.</p>
<p data-start=""973"" data-end=""1078"">Ethically crafted and endlessly beautiful, this ring is the perfect symbol of love, promise, and forever.</p>",Surat Diamond,Apparel & Accessories > Jewelry > Rings,"","",true,Metal,rose-gold,product.metafields.shopify.color-pattern,Carat,0.50,,,,,,0.0,shopify,10,deny,manual,699.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/3.jpg?v=1751819763,1,"",false,,,,,adult,,,,,,,,,,,adults,,rose-gold; yellow-gold; silver,,gold; diamond,fine-jewelry,solitaire,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/2.jpg?v=1751819763,g,,,active
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,rose-gold,,,1,,,,,,0.0,shopify,10,deny,manual,799.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_42b34e3b-a285-4427-8b5a-035db363df63.jpg?v=1751819763,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/2.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,rose-gold,,,1.50,,,,,,0.0,shopify,10,deny,manual,899.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_6e2b6b88-1035-4d2a-a2bc-06c914ab6aea.jpg?v=1751819763,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/2.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/2.jpg?v=1751819763,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/2.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,rose-gold,,,2.5,,,,,,0.0,shopify,10,deny,manual,1099.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_946008a9-1b81-4a3e-9772-8fd030d75b2e.jpg?v=1751819763,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/2.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,rose-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/2.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,yellow-gold,,,0.50,,,,,,0.0,shopify,10,deny,manual,699.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_946008a9-1b81-4a3e-9772-8fd030d75b2e.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_946008a9-1b81-4a3e-9772-8fd030d75b2e.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,yellow-gold,,,1.50,,,,,,0.0,shopify,10,deny,manual,899.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_946008a9-1b81-4a3e-9772-8fd030d75b2e.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_946008a9-1b81-4a3e-9772-8fd030d75b2e.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,yellow-gold,,,2.5,,,,,,0.0,shopify,10,deny,manual,1099.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_946008a9-1b81-4a3e-9772-8fd030d75b2e.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,yellow-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_946008a9-1b81-4a3e-9772-8fd030d75b2e.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,silver,,,0.50,,,,,,0.0,shopify,10,deny,manual,699.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/3.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,799.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/3.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,silver,,,1.50,,,,,,0.0,shopify,10,deny,manual,899.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/3.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/3.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,silver,,,2.5,,,,,,0.0,shopify,10,deny,manual,1099.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/3.jpg?v=1751819763,g,,,
classic-round-solitaire-pave-ring-in-gold,,,,,,,,,silver,,,3,,,,,,0.0,shopify,10,deny,manual,1199.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/3.jpg?v=1751819763,g,,,
classic-round-solitaire-with-pave-split-shank-14k-gold,Classic Round Solitaire with Pavé Split Shank – 14K Gold,"<p data-start=""173"" data-end=""365"">Fall in love with timeless elegance and modern brilliance. Our <strong data-start=""236"" data-end=""282"">Round-Cut Pavé Split Shank Engagement Ring</strong> in <strong data-start=""286"" data-end=""303"">14K rose gold</strong> is designed to capture the heart and shine with every glance.</p>
<p data-start=""367"" data-end=""684"">Crafted with approximately <strong data-start=""394"" data-end=""421"">2.5 grams of solid gold</strong>, this ring features a dazzling <strong data-start=""453"" data-end=""480"">lab-grown round diamond</strong>, gracefully set atop a sparkling pavé split shank for added brilliance and charm. The warm glow of rose gold beautifully complements the diamond's fire, making it a perfect symbol of love and commitment.</p>
<p data-start=""686"" data-end=""1080"">✨ <strong data-start=""688"" data-end=""716"">Personalize Your Sparkle</strong> – Choose your <strong data-start=""731"" data-end=""757"">preferred diamond size</strong> to create a ring that reflects your unique story.<br data-start=""807"" data-end=""810"">💎 <strong data-start=""813"" data-end=""834"">Certified Quality</strong> – Comes with <strong data-start=""848"" data-end=""873"">Latvijas Prove Birojs</strong> hallmark and an <strong data-start=""890"" data-end=""909"">IGI certificate</strong> for diamond authenticity and quality.<br data-start=""947"" data-end=""950"">💍 <strong data-start=""953"" data-end=""967"">Custom Fit</strong> – Just write your <strong data-start=""986"" data-end=""1022"">ring size in the comment section</strong> during checkout, and we’ll craft it to fit you perfectly.</p>
<p data-start=""1082"" data-end=""1199"">Ethically made, endlessly elegant — this ring is more than a piece of jewelry; it’s a promise, beautifully delivered.</p>",Surat Diamond,Apparel & Accessories > Jewelry > Rings,"","",true,Metal,rose-gold,product.metafields.shopify.color-pattern,Carat,1,,,,,,0.0,shopify,10,deny,manual,799.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_8_d19f4d4c-217d-48d5-b893-b319376592a3.jpg?v=1751819795,1,"",false,,,,,,,,,,,,,,,,,,rose-gold; yellow-gold; silver,,rose-gold; gold; diamond,fine-jewelry,solitaire,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_7.jpg?v=1751819795,g,,,active
classic-round-solitaire-with-pave-split-shank-14k-gold,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_6.jpg?v=1751819795,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_7.jpg?v=1751819795,g,,,
classic-round-solitaire-with-pave-split-shank-14k-gold,,,,,,,,,rose-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1199.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_1_431af759-6647-4ea3-9ba5-97b0a9790e30.jpg?v=1751819795,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_7.jpg?v=1751819795,g,,,
classic-round-solitaire-with-pave-split-shank-14k-gold,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,799.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_7.jpg?v=1751819795,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_9_3e1dee89-708e-4d20-be0f-08300eab5e7c.jpg?v=1751819795,g,,,
classic-round-solitaire-with-pave-split-shank-14k-gold,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1499.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_9_3e1dee89-708e-4d20-be0f-08300eab5e7c.jpg?v=1751819795,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_9_3e1dee89-708e-4d20-be0f-08300eab5e7c.jpg?v=1751819795,g,,,
classic-round-solitaire-with-pave-split-shank-14k-gold,,,,,,,,,yellow-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1199.00,1499.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_9_3e1dee89-708e-4d20-be0f-08300eab5e7c.jpg?v=1751819795,g,,,
classic-round-solitaire-with-pave-split-shank-14k-gold,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,799.00,1499.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_8_d19f4d4c-217d-48d5-b893-b319376592a3.jpg?v=1751819795,g,,,
classic-round-solitaire-with-pave-split-shank-14k-gold,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1499.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_8_d19f4d4c-217d-48d5-b893-b319376592a3.jpg?v=1751819795,g,,,
classic-round-solitaire-with-pave-split-shank-14k-gold,,,,,,,,,silver,,,3,,,,,,0.0,shopify,10,deny,manual,1199.00,1499.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_8_d19f4d4c-217d-48d5-b893-b319376592a3.jpg?v=1751819795,g,,,
oval-cut-diamond-pave-engagement-ring-14k-gold,Oval-Cut Diamond Pavé Engagement Ring – 14K Gold,"<p data-start=""164"" data-end=""328"">Turn a moment into forever with our <strong data-start=""200"" data-end=""241"">Oval-Cut Diamond Pavé Engagement Ring</strong> in radiant <strong data-start=""253"" data-end=""265"">14K gold</strong> — a perfect blend of elegance, brilliance, and modern romance.</p>
<p data-start=""330"" data-end=""573"">This stunning ring features a <strong data-start=""360"" data-end=""390"">lab-grown oval-cut diamond</strong>, gracefully accented by a pavé-set band for extra sparkle from every angle. Handcrafted with <strong data-start=""484"" data-end=""511"">2.5 grams of solid gold</strong>, it’s designed to last a lifetime and shine just as brightly.</p>
<p data-start=""575"" data-end=""969"">✨ <strong data-start=""577"" data-end=""608"">Customize the way you shine</strong> — choose your preferred <strong data-start=""633"" data-end=""649"">diamond size</strong> to make this ring truly your own.<br data-start=""683"" data-end=""686"">💎 <strong data-start=""689"" data-end=""711"">Certified elegance</strong> — each ring comes with both a <strong data-start=""742"" data-end=""767"">Latvijas Prove Birojs</strong> hallmark and an <strong data-start=""784"" data-end=""803"">IGI certificate</strong>, ensuring quality and authenticity.<br data-start=""839"" data-end=""842"">💍 <strong data-start=""845"" data-end=""872"">Perfect fit, guaranteed</strong> — simply leave your <strong data-start=""893"" data-end=""922"">ring size in the comments</strong> at checkout, and we’ll tailor it just for you.</p>
<p data-start=""971"" data-end=""1079"">Ethically made, timelessly designed — this is more than a ring. It’s your story, captured in gold and light.</p>",Surat Diamond,Apparel & Accessories > Jewelry > Rings,"","",true,Metal,yellow-gold,product.metafields.shopify.color-pattern,Carat,0.50,,,,,,0.0,shopify,10,deny,manual,599.00,899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_1.jpg?v=1751819818,1,"",false,,,,,adult,,,,,,,,,,,adults,,yellow-gold; silver; rose-gold,,gold; diamond,fine-jewelry,solitaire,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_2.jpg?v=1751819818,g,,,active
oval-cut-diamond-pave-engagement-ring-14k-gold,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/5_edc76d9f-35f9-4728-85a0-5b9682514e9c.jpg?v=1751819818,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_2.jpg?v=1751819818,g,,,
oval-cut-diamond-pave-engagement-ring-14k-gold,,,,,,,,,yellow-gold,,,1.50,,,,,,0.0,shopify,10,deny,manual,799.00,899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1.jpg?v=1751819818,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_2.jpg?v=1751819818,g,,,
oval-cut-diamond-pave-engagement-ring-14k-gold,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,899.00,899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_2.jpg?v=1751819818,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_2.jpg?v=1751819818,g,,,
oval-cut-diamond-pave-engagement-ring-14k-gold,,,,,,,,,yellow-gold,,,2.5,,,,,,0.0,shopify,10,deny,manual,999.00,899.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_3.jpg?v=1751819818,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_2.jpg?v=1751819818,g,,,
oval-cut-diamond-pave-engagement-ring-14k-gold,,,,,,,,,yellow-gold,,,3,,,,,,0.0,shopify,10,deny,manual,1099.00,899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_2.jpg?v=1751819818,g,,,
oval-cut-diamond-pave-engagement-ring-14k-gold,,,,,,,,,silver,,,0.50,,,,,,0.0,shopify,10,deny,manual,599.00,899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_1.jpg?v=1751819818,g,,,
oval-cut-diamond-pave-engagement-ring-14k-gold,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,899.00,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/1_1.jpg?v=1751819818,g,,,
